koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,target
5862.297894407966,105.0,-117.0,4.21376032906176,0.17187159012914838,-0.10018455899175231,-0.08311931688191396,0.15,-0.15,1.2830691492267132,0.20473018015248412,-0.2402115963777901,0.9780642049354258,0.08390772050412384,-0.07060280745604502,288.2264556392732,42.28342971194642,13.750871106967598,14.169451821328892,13.699707603896183,13.572538119359068,13.50946689578353,12.6029212746228,12.361367597647542,12.313431802582967,0.10144656460551837,19.21512005899504,1.1e-05,42.28350838494027,0.00013563088201649535,0.9186457148903578,0.45602807456045036,0.29226670832427826,0.47609826096157615,-0.0001655165094258689,8.241122982418013e-05,-3.573018015248412e-05,8.662386337638278e-05,-0.36368080809092074,0.23567714255482108,-0.45325968968416563,0.2609227949587616,0.6551052796016889,0.28369117983504627,-0.3707018640112585,0.25567714255482105,-0.3811333541621391,0.22588770175819864,0.6150350932005629,0.27766310527459587,1
5237.674186096898,194.5655814625309,-183.57827907312654,4.4190578141919845,0.13224260448992586,-0.21224260448992585,0.1465162780620366,0.2367418609689817,-0.25,0.9373413484441943,0.25224544142042266,-0.15039916263617895,0.837520464881142,0.09892665126692288,-0.06042172092687345,292.65251013938615,42.29335226839834,14.726773067204446,15.453715253012462,14.657916927740104,14.415543160325116,14.27430055583519,13.266108741787647,12.799108741787647,12.72373497437266,0.10533283765270389,19.510170932845913,1.2457544214262975e-05,42.29340426691129,0.0001341537212157563,0.14143860535657438,0.48770093120669794,0.19693907457095872,0.49504930340049424,-0.0002044711614806476,0.0003436106980439199,-0.00016588139753225402,0.00034939348877518534,0.2672213960878398,0.3955572078243204,-0.016614884863025176,0.17047953511885813,0.3283074424315126,0.32386465025583294,0.2693934887751854,0.31338511513697487,-0.039266512669228815,0.17626232585012358,0.30939348877518535,0.30229906879330204,1
5327.570755244239,106.0,-106.0,4.589525649474654,0.018553655594470104,-0.07783048339170516,-0.15909788460828866,0.15,-0.15,0.7685645620645175,0.07121462237788041,-0.03366096678341031,0.8383950454562227,0.04133903321658969,-0.05938413898617526,291.4495013802357,46.04277227179678,15.468540174746472,16.149355038377806,15.424512168626658,15.176087637161222,15.07422295446998,14.093499782267214,13.69433026565892,13.54902395185247,0.001446344405529897,19.429961506893857,5.233903321658969e-06,46.04325548762542,7.275737150230309e-05,-0.21446344405529896,0.19446344405529897,1.7416628320736494,0.2640123863594433,-0.00033293927447004124,0.0002529392744700412,0.0006358785489400824,0.00035864682691243296,1.457417517419299,0.20954894230414434,-7.615174291612597,0.18785377622119587,7.824552237419051,0.19508549824884536,0.010170996497690717,0.13276827797235052,-0.33853776221195875,0.14,0.4869516608294845,0.14276827797235053,1
5784.44589802844,104.0,-115.0,4.266623059146805,0.14067538817063896,-0.10503824835703318,0.09414190799385858,0.15,-0.15,1.2580598685626552,0.20057372535549783,-0.22470809381053508,1.0474982270522735,0.08470709539969293,-0.0904272730553443,287.7922146228027,46.971440719320896,13.178757875349758,13.571579715820551,13.112089028307098,13.009866079292879,12.97130543619334,12.104604881921626,11.83608248717912,11.808496677978505,0.07126773849923232,19.186145581446276,7.402516610107475e-06,46.97132752907752,7.243281577248139e-05,-0.07554101971560173,0.2706995558608716,-0.40432815772481384,0.26069955586087157,2.1399111721743168e-06,6.023603127017835e-05,6.68666299558049e-05,5.842073192736508e-05,-0.02031707229053968,0.1936940131437345,-0.3080221708685484,0.21738802628746898,0.35878713800921214,0.21146452300153534,-0.042929046003070716,0.1877705098578009,-0.365727269446557,0.21554101971560172,0.4735631905841501,0.21554101971560172,1
5302.298906764933,192.29890676493352,-172.22691316136633,4.5498247266912335,0.07298435694918388,-0.0769280063964328,-0.37370900368500737,0.3,-0.3,0.7571189227560156,0.10654146297711596,-0.07652581992629985,0.7419749355488812,0.10056181672808347,-0.052453826322732655,282.848307644481,42.842582202532455,15.262438005422851,15.9159074747964,15.235932539247518,14.982597635680802,14.874566349579169,13.879101590905771,13.44851942042672,13.3092267353123,0.17230343961601935,18.856561977027557,2.113927650698302e-05,42.84258064222668,0.0002540218647013294,0.33577459778899565,0.8350546617533237,-0.01128344156318295,0.9073237933669869,-0.0016755559507757012,0.001253552573176846,-0.00020788729889449783,0.0014474180073700145,-0.35411607870435713,0.38840369742049485,-0.2691236334561669,0.34696382534915093,0.5178872988944978,0.38330192866565743,-0.41710514635369245,0.3954146297711596,-0.29195627059734114,0.38489823124516254,0.5956181672808345,0.3954146297711596,1
5782.946689054972,104.0,-115.78933781099434,4.349261391542926,0.11858125721309634,-0.11352536467696034,-0.012639731340339994,0.15,-0.15,1.0854213243780113,0.16726139154292635,-0.139631986567017,0.9607334452748583,0.07873602686596601,-0.05715735124397733,288.5277276594378,41.091908934941955,13.702685171698455,14.141085843347605,13.676837359760217,13.514378213983823,13.449967215970242,12.576657676664503,12.251985287107997,12.201563962729985,0.012157351243977333,19.235187845911657,6.6631986567017e-06,41.091886482638486,6.684264875602267e-05,0.25053310945028334,0.2757867562198867,-0.0827429949846466,0.24210662189005666,-0.00011714960647065434,0.00011272570050153533,-0.00010555027811980434,9.651761990363734e-05,0.14050729353920668,0.15106621890056665,-0.07840067164915002,0.16053310945028332,0.17840067164915002,0.15474635323039668,0.15469472140824336,0.16106621890056666,-0.31261391542926337,0.16053310945028332,0.3641874278690367,0.16053310945028332,1
5352.754066832873,159.0,-159.0,4.594475599002762,0.03386889975069045,-0.10898373266850786,-0.14229665835634828,0.3,-0.3,0.7730488019944765,0.12483636508770618,-0.066,0.8671799022437859,0.0715904319205792,-0.10739330074792866,292.0123075235147,44.268559562225,15.668549322705083,16.31192731771889,15.618615353628424,15.392975158115995,15.305057456370829,14.258924432926774,13.811039265844592,13.727105296767933,0.07964019551242807,19.46750800995508,1.5154259152347525e-05,44.2686510875876,0.00016324785636187187,0.7688420548481014,0.6114832917817414,0.3196746533701572,0.5965646284392021,-0.0002495023640815114,0.0002963923391505562,-4.115794515189864e-05,0.0003014736758080169,-0.28629858155109317,0.524568474828692,0.13983732668507864,0.5324689476449942,0.31328231421960107,0.5336172768231683,-0.2421512139702915,0.5443885725849059,-0.0721339850414269,0.4227942942748369,0.26423351222512464,0.6159311641083812,1
6045.0,121.0,-133.63156022009252,4.145267034440848,0.16110389606675402,-0.110210994497687,0.07158156918704711,0.15,-0.15,1.5070464328506243,0.25705141430601386,-0.30831239983674624,1.1451585127369468,0.11142020990416343,-0.104,291.9352310160065,49.849518034212046,12.365602918281574,12.695656111678797,12.316444761362868,12.223813201142775,12.21676000774555,11.375549013247864,11.124286604444164,11.063760007745552,0.3236433022220821,19.462351602792772,5.536808396166537e-06,49.84955961222306,6.442056572240554e-05,0.10684041980832686,0.18789361320555123,0.15368083961665369,0.23315602200925206,3.6847536173169043e-06,2.8263832076669258e-05,-2.026312044018504e-05,3.33691514163917e-05,0.16104963521480328,0.20962800203767146,-0.09894680660277562,0.2184184308129529,0.1947340330138781,0.2110496352148033,0.1576294253106399,0.1906811954348958,-0.16579078459352356,0.2436808396166537,0.2363156022009252,0.2147340330138781,1
4355.401982798263,109.72650369487371,-116.8549901880099,4.691942366080974,0.023729808358644494,-0.048800660932754154,-0.2654038328271101,0.25996695336229214,-0.25996695336229214,0.5899225380983488,0.05519603440347506,-0.03386159951555146,0.6325205553000863,0.048794051605212586,-0.05319272973970428,287.8556303597832,40.365904412996954,14.077396955046419,15.161387041055107,14.017197615979173,13.61246780762053,13.377532050867096,12.27507904347735,11.618812156499764,11.518092262132432,0.03909728988427594,19.19039684330701,1.0905763391902651e-05,40.365768876977576,0.00014665565112076406,0.8732121623284046,0.44729808358644496,-0.49805815625372585,0.5319603440347506,-0.0001528087248952189,0.00011375624566881079,-7.138400484448537e-05,0.00013469530708601346,-0.32820488915378865,0.27604626529279097,1.2322432174248896,0.41479444699913703,1.2762630454075143,0.418138795878373,-0.2879735626898337,0.23601321865508315,0.3285829485178068,0.29003304663770785,0.44925842762119556,0.2586820884309303,1
5848.973515276909,176.13156768512727,-190.89491703796384,4.340838951835633,0.16210679482269266,-0.17947372925949096,-0.1726270740509039,0.3,-0.3,1.088951310205459,0.316290903988838,-0.20187014417552926,0.935343017504692,0.13315848037338252,-0.10121059388923644,295.3309284886471,43.255828381112195,15.075573676639557,15.641442536919595,15.044310541269304,14.833678759601593,14.74970567228985,13.802652274878502,13.447864580628396,13.381943606832504,0.0,19.68872490181046,6.710551092720028e-07,43.255830791577694,7.744767250156399e-06,-0.11697265934658065,0.02594745851898192,0.005552327498436016,0.027815890833854662,0.0011197565510272954,0.0007686500859355972,0.0008176720103931373,0.0010089020942115844,-0.021579240186691245,0.06713156768512726,-0.022000427965164125,0.067,0.0327108078718185,0.06786843231487275,0.0018949170379638433,0.06813156768512726,-0.004921401761054945,0.06873686462974549,0.011105082962036156,0.06973686462974549,1
5192.420875176589,155.0,-155.0,4.5958632998587285,0.028863299858728354,-0.09198922524722537,-0.031582496468208855,0.2857912482341044,-0.3,0.767125925388497,0.10956835007063583,-0.05743164992936418,0.8553993256710403,0.06686329985872835,-0.09271582496468209,291.8927248317463,42.063367320363085,15.715967015923297,16.435851865287574,15.653535365993934,15.407956241170522,15.261323242583238,14.302675437780003,13.807377116347112,13.779527962885957,0.2723629699495387,19.459517398883513,1.2284175035317911e-05,42.063331748641374,0.00013852525105953733,0.06787876589306013,0.4885252510595373,-0.1333804879919101,0.4897845049445076,-6.136700141271646e-05,0.0003731649929364177,0.0002729494978809253,0.000388848493642776,0.04463974187688036,0.2498922524722538,0.04147474894046266,0.1898922524722538,0.11284175035317912,0.24136700141271647,-0.018094260948552543,0.20431649929364176,0.2027340028254329,0.19136700141271645,0.23546800565086584,0.18568350070635822,1
4963.0,81.0,-74.0,4.501,0.072,-0.022,0.16,0.15,-0.15,0.826,0.032,-0.06,0.789,0.055,-0.029,294.66797,43.85326,14.55,15.237,14.472,14.255,14.105,13.097,12.686,12.567,0.08231143879868008,19.644529273544713,1.4546447148684103e-05,43.85303274186983,0.0001781934958668718,-0.04542593512616405,0.5818578859473641,-0.8363099190123897,0.6273159347074257,-6.364512190015385e-05,0.0001563741462801846,0.00019725813016641024,0.00016819349586687178,0.14636772355340516,0.2627547152871487,-0.20810357769195909,0.1863805690069641,0.4209482111540205,0.18274186983358975,0.10363869917337437,0.18821918677398974,-0.3053745533119281,0.18729024380030768,0.48639341446052303,0.1836515446269333,1
6089.976514197572,166.07809865322145,-203.33588041531314,4.447796831088702,0.07896887295163323,-0.2010311270483668,-0.3245330942744984,0.2910158445564879,-0.3,0.9705778176209169,0.2940152824918789,-0.11982031689112975,0.9634680298547198,0.12474985948384774,-0.1157263736814204,292.5857312452788,49.26163072363242,15.018105518907912,15.473769638492598,14.982793124295025,14.823003934452263,14.759316329065149,13.873120801399791,13.535714463577195,13.515824251343393,0.02460950673389274,19.50567542446511,2.5879031397198105e-05,49.26186933426329,0.0002751966517945762,-1.387351390565779,0.918699743149926,0.82175435600072,1.0007314322629015,0.0001206423199760866,0.00011586728849598443,-0.0001379683108870242,0.00012460950673389272,-0.14424306133482184,0.18538341408477685,-0.2730404544881333,0.31112619438729416,0.3158531301333236,0.2850792227824395,-0.16681379977440838,0.17789897760896026,-0.3008220030849568,0.3086106308631108,0.3665718625688046,0.2763370045445312,1
5049.862110075685,154.0880632240104,-150.52491335015225,4.495161070277512,0.09180069319878204,-0.07746349647324918,0.08651213097868574,0.22624566750761224,-0.3,0.831440316120052,0.08085051989908654,-0.09595017329969552,0.7874901428203566,0.08248667682644632,-0.055,299.7633795697149,46.19215316949153,15.266428725943454,16.064466962467158,15.210390489419748,14.923765922668986,14.786578206044368,13.747692915615485,13.263677859444975,13.066393955413659,0.06438583123096941,19.984271791523188,1.4577058085776448e-05,46.192175923824024,0.00014743338413223162,1.754646886681171,0.5473581032796877,0.09314016372335716,0.5368598362766428,-0.0006143338413223163,0.0004436384307264021,-0.00023639622921270003,0.0004645190629665062,0.1906141687690306,0.13812283375380613,-0.4623407733101367,0.20387023425837347,0.5669757380426285,0.19624566750761224,0.1896176347629408,0.17862110075685103,-0.6120743098390632,0.22436850126141836,0.770347705297957,0.20387023425837347,1
5930.82837056425,107.0,-118.02860490595836,4.324059553229002,0.1354839399842069,-0.11211441962383345,-0.23713950940416395,0.15,-0.15,1.0991120762067481,0.157,-0.17105486639483147,0.9301155913323761,0.06602860490595837,-0.06602860490595837,283.45559665307826,41.227022220070666,11.846118622557068,12.200576301052402,11.777433276522611,11.69391838821536,11.65991838821536,10.825032807839193,10.54340349990811,10.452948164829861,0.5107629587925349,18.89703641076814,8.463047963962654e-06,41.2270821009642,9.18890955017944e-05,-0.13344430580042937,0.3477233246087573,0.21455335078248544,0.33086986426417697,-1.4512544890165262e-05,5.925627244508263e-05,-3.4741384137832144e-05,5.745650678679115e-05,-0.42882065250538715,0.34028604905958365,0.04113247915290824,0.18400468683417046,0.4662930793108393,0.3305720981191672,-0.6613833769562135,0.33085814717875084,0.013134822569993487,0.18400468683417046,0.6997139509404163,0.33085814717875084,1
6642.18097695271,115.13470935173143,-168.58252497340735,4.111293085812847,0.15499741996550356,-0.12631568630444093,-0.03447815621675918,0.16809769527094898,-0.17714654290642345,1.7319845197930215,0.33034344686502776,-0.35393673877533705,1.3873382867960349,0.11750591677734602,-0.1658097695270949,296.12084267821825,41.64901597745914,12.755274751792413,12.856804335679143,12.729845443211127,12.749671139744118,12.772622292108643,12.080257758168727,11.959282938694818,11.911292192215015,0.5564097349231034,19.741387387270503,6.710694879114459e-06,41.64904159957823,7.956401793301611e-05,-0.08705400770446733,0.26248331628575206,0.08962985919217549,0.28610285533994184,-2.4398967986201427e-05,8.33552804197198e-05,-1.0290505778350511e-05,9.007918823055776e-05,-0.14208737513296327,0.26466322662067143,0.21923391803938674,0.2181902304729051,0.28742414851229187,0.21914138283743062,-0.09190230472905102,0.24190230472905103,0.37027760560586837,0.2281902304729051,0.3784678360787735,0.22,1
5531.019304346413,165.1456149066304,-165.1456149066304,4.443056248422172,0.13508936648445824,-0.18452454658728284,-0.2599118013532685,0.32815776400543684,-0.3,0.890252621120435,0.21758245962652167,-0.133933267096088,0.8059089688984751,0.11484556522869643,-0.06573689439782526,288.12626746393727,40.33429995736468,15.256501913006737,15.862103676979672,15.219094857114998,14.995919453380216,14.844472124178584,13.980375602446518,13.591007155247606,13.513007155247607,0.08036844719891262,19.208433753711766,1.7485604971043624e-05,40.33411507319075,0.0002017981366711974,0.7081744101761034,0.7130171429500064,-0.6681577640054368,0.7330171429500064,-0.000449718757889139,0.00046524546587282847,0.00037436844719891264,0.0004867016149391327,0.10252621120434949,0.2239823602706537,0.04359627334239477,0.21980695653587054,0.15291229813260843,0.2625262112043495,0.04233316774022003,0.2154385093369579,0.19233316774022002,0.20271925466847895,0.2139823602706537,0.2239823602706537,1
6385.523166430656,152.01544428710392,-209.03088857420786,4.385878385034046,0.0768455571289607,-0.20249227785644805,-0.17907334277376416,0.25,-0.3,1.1128764457031686,0.3484459449951362,-0.13678377998054497,1.0962644922116447,0.17029150212409694,-0.13238610717759824,290.3207678346665,41.267846474867795,14.088252926586296,14.442222038012089,14.029098483715257,13.9362683708734,13.883129372289465,13.024376480883127,12.767606205858808,12.730683427294327,0.4095694992919677,19.35470870841359,1.2872006350125153e-05,41.26779741696931,0.00012379728493677118,-0.36521227099778164,0.5218339211436942,-0.181679478272655,0.44737447119233187,5.203088857420786e-05,0.00010238416784672053,5.3922778564480345e-05,8.89536671386882e-05,0.03569499291967687,0.2692277856448035,-0.24507722143551966,0.21430500708032313,0.25015444287103933,0.22430500708032314,0.0875483073721485,0.2739961213382445,-0.22430500708032314,0.20430500708032312,0.29523166430655895,0.24445944995136243,1
5093.988924297612,151.24723107440317,-151.24723107440317,4.588719541818436,0.052099681321485625,-0.0586530876041112,-0.23413366610212555,0.2752768925596823,-0.31236155372015884,0.7263061752082224,0.08246123504164447,-0.06203322710716188,0.7524905176901846,0.07362737057745386,-0.06688924297612708,285.41207237731527,41.39350552304733,15.685023287914992,16.41955097717096,15.65093111667401,15.370012212212604,15.249528825766186,14.233089742129316,13.75838484163515,13.5485802598195,0.03706645421432375,19.027493728502318,1.5401502016100907e-05,41.393632619163036,0.00017030655404496142,0.9104845229566362,0.6386431484119409,0.47404862610490994,0.6265545427928427,-0.000652879682620696,0.0005687460165185703,-0.00035985358675729947,0.0005785245024708245,0.09761272925318382,0.4172626300721513,0.02838013950305068,0.20797071735145992,0.10711826710437747,0.4262737057745386,0.011040358350927391,0.47020368593833206,0.03007715107997202,0.1934098009883298,0.0926602188478767,0.4117127894114085,1
4230.809501382185,84.0,-84.0,4.652673498222906,0.02525850019745498,-0.02,-0.10190498617815158,0.15,-0.15,0.6183605025669147,0.025,-0.03087074990127251,0.6283605025669147,0.029646250493637446,-0.032612249703817535,294.77940511848857,45.95314711425811,15.13172029867265,16.31381554798156,15.098788300252291,14.625978798870106,14.384591048573924,13.241693050943384,12.62640054995611,12.455992304991211,0.5771835100702039,19.65194854756683,1.1e-05,45.95311210750505,0.00012129250098727489,-0.4321774634708292,0.41,-0.12292500987274886,0.4512925009872749,-6.054966432653868e-06,0.00018619002764369683,6.448998815270139e-05,0.00021136003159279637,0.07544248124177716,0.21578248913997627,0.184762465445379,0.26061248519087676,0.23707499012725114,0.22448998815270135,0.16544248124177716,0.21707499012725115,0.349864938788957,0.24836749111452605,0.43380997235630314,0.22224499407635068,1
5577.335915765008,79.43755795997868,-75.0,4.315780293660352,0.13994576893483207,-0.10888286321498133,0.14,0.15,-0.15,1.1227434119045494,0.17085962132990937,-0.1639225270497601,0.945,0.06988286321498134,-0.04689061051000533,294.4089207140244,41.060107598625194,14.850821812214448,15.374071580374533,14.801188717159551,14.62658753864441,14.55136875966442,13.616009602014342,13.257978612834247,13.202017349309365,0.34511157262706577,19.62725073492775,1.0892159969010128e-05,41.05999170026739,0.0001322652627501333,-0.4558661128475211,0.4289835780502932,-0.3978122102001066,0.47460799845050644,0.00022584690881883785,0.00013190703245971212,0.0001737753284443043,0.00014324294822472012,-0.05359157650079964,0.2,-0.09765726429962683,0.17882863214981343,0.19781221020010661,0.20554694744997334,-0.08140378670090628,0.19335915765007997,0.02984505409952022,0.17437557959978675,0.19788968315034652,0.21,1
5565.0,83.0,-66.0,4.117,0.201,-0.093,0.16,0.15,-0.1,1.439,0.229,-0.315,0.989,0.075,-0.068,291.97144,47.86417,14.915,15.369,14.872,14.721,14.63,13.78,13.45,13.512,0.5031399079110617,19.464760428531978,1.2943349329757047e-05,47.863996577534024,0.00012185940652792202,-0.10733287629265577,0.4632598178645318,-0.6250379003360946,0.438111644325235,7.337009106773407e-05,0.0002766299089322659,0.00015781529724664115,0.000261481735392969,0.1674086769648451,0.25662990893226595,-0.004555479382109295,0.3648518264607031,0.2547415532575008,0.2860372147750783,0.16770502404343893,0.2208890412357814,-0.3845554793821093,0.28307374398914026,0.4920744295501567,0.2982219175284372,1
6082.485366414202,79.71846673879953,-86.79616684699883,4.179302773122558,0.14705749729501758,-0.11779616684699883,0.14,0.15,-0.11796166846998829,1.503598286907885,0.26021289751141613,-0.2811825932916436,1.2318435627354254,0.09478606544040796,-0.12360139805241264,296.99821076812594,47.063240081966164,14.914303541095567,15.344293439688975,14.876507374248567,14.729769741744763,14.682799008916358,13.833158242285759,13.541905976196155,13.488750575979756,0.3972895605714396,19.799875733673694,2.1359233369399766e-05,47.06328253806541,0.00025359233369399764,-0.2180730530176555,0.7859233369399765,0.14126133044801875,0.9179616684699883,-7.510385613526843e-05,0.0003395397525646916,-0.0002218122214674771,0.0004075679826881125,-0.5108780151479015,0.4735923336939976,-0.8227143185460961,0.6343693347759907,1.0048536641420165,0.6664076663060023,-0.4988396836178899,0.5428153326120048,-0.7591219848520985,0.6932996619780305,0.959222998918007,0.7653379935080422,1
4809.105737228476,171.2211474456952,-171.2211474456952,4.629512786377042,0.04299032701125696,-0.04667311532582869,-0.32422948913904354,0.3,-0.3,0.6654360681147942,0.06585901702869855,-0.055185901702869855,0.6929778734580645,0.06344229489139043,-0.05790393576026695,294.9216008503933,45.059655853007285,15.892060818496908,16.88722803986999,15.782047699296019,15.465650323136195,15.236435402467096,14.24547409442207,13.65668556887902,13.51268556887902,0.17749092609418457,19.661415174019446,1.2191360874900999e-05,45.059343351343166,0.00014743606811479422,-0.8801311920088984,0.44673115325828694,-1.1102623840177968,0.5378852554304783,-0.0002637803018233595,0.00032698688079911016,0.0003411554334675861,0.0007091996865514572,0.1463442337085653,0.3189426277152391,0.06006892424293575,0.4532688467417131,1.185031133882981,0.44919835525606233,-1.1740426858411563,0.5598410023466073,0.33099510451879843,0.39230820434438257,1.2640426858411562,0.5542639512605115,1
6387.836476127415,115.0,-140.0,4.248415144559796,0.0844024748031295,-0.12132704774517004,0.11635238725850228,0.15,-0.2,1.3985659986757144,0.2647106657838097,-0.17440247480312948,1.266685622011496,0.10136476127414977,-0.11136476127414978,296.79938072904184,41.98454293955885,12.495986738761296,12.807791688367555,12.435571594201502,12.362093692340412,12.385351500035446,11.627382730815583,11.38172244831742,11.31060930773048,0.06798792172537112,19.786628371427284,1.1836476127414977e-05,41.98477897668089,0.00012672952254829954,0.10842663135238725,0.4736476127414977,0.8554065916238229,0.44018856764489867,-2.722628117387836e-05,5.49307599498643e-05,-6.210047083027306e-05,5.158485544020438e-05,0.23792279849592884,0.20635238725850227,-0.26672952254829957,0.22490571617755067,0.4979876259843525,0.22452858088775343,0.2411932759476293,0.21635238725850228,-0.1594342970653041,0.22163523872585023,0.4410695357911543,0.22452858088775343,1
5412.391081536652,72.39108153665175,-80.39108153665175,4.56864838612308,0.014653510780089436,-0.10134648921991056,0.11262429243437676,0.15,-0.15,0.8340051246570095,0.09147514151312465,-0.030653510780089436,0.9395248584868754,0.03239108153665176,-0.06782675539004472,289.43677864777703,49.03715630448087,13.963166054488624,14.51094309290492,13.91537876675831,13.728864157585456,13.65004765150943,12.70039926538635,12.325063025480459,12.280364922383628,0.4205510176398993,19.295786571393812,1.9648386123079933e-05,49.03702803692697,0.00018084059976472889,0.05806256762006701,0.710292183457127,-0.46524858486875353,0.6577191375928451,5.40232457903856e-07,9.88508490787479e-05,5.426242924343768e-05,9.615787063892677e-05,0.15831880047054223,0.5971707212852431,-0.07454642885086632,0.43470016856115146,0.5434136456290106,0.4503434300272219,0.1730702156017887,0.5971707212852431,-0.10197338298658465,0.4364326146607043,0.46514609172856347,0.37950283026249304,1
5789.571772512694,156.7646919416178,-190.33646445431185,4.528795279619282,0.03618352606598827,-0.20289884360407034,-0.024894028426353992,0.3,-0.3,0.8984400284390996,0.2565012037944291,-0.08566353554568816,0.9961953270177819,0.1135105971573646,-0.12484706161167644,292.13276494982307,48.91012253457964,14.99839018005057,15.513246635025181,14.928063108959194,14.777992540240929,14.72776903313434,13.746543118438893,13.380870189530269,13.293256028388118,0.18873891944166946,19.47552343507825,2.263294786802345e-05,48.91030814874078,0.0002172471090101759,0.2192702369287689,0.799906066370645,0.6717413270305277,0.7705178199239391,-0.00011715317538082075,0.00032602360190358735,-0.000295317914720938,0.0003163294786802345,0.19818881522869902,0.3825409478425321,-0.02557563972042165,0.4031527013958264,0.2749638861671273,0.40202312791859296,0.1028709005077611,0.31908236967005865,-0.06449421802035175,0.29724710901017587,0.1494821800760609,0.31938824644670577,1
5474.0,151.90453522132142,-159.38613194218422,4.603193065971093,0.03570933283649436,-0.11093706895212593,-0.32451199403793235,0.3,-0.3,0.7526138680578158,0.1356789355194248,-0.065,0.835130134923218,0.08077440029810339,-0.08977440029810338,286.99644083000356,46.306711310671496,15.623297076404711,16.20249227878954,15.572845877000917,15.374715742077699,15.275425074914192,14.319776536711839,13.89165494744356,13.837876274317987,0.0015488005962067653,19.13311212182531,1.406506746160902e-05,46.306884758085594,0.0001406506746160902,0.621365441644229,0.5400213641373496,0.6195464778678577,0.5074400298103383,-0.0008052908534781198,0.0006029493999097555,-0.00043922114055981254,0.000588112068563778,0.283210644805752,0.19,0.14548800596206765,0.12806934028907893,0.32386131942184215,0.18,0.26353598211379703,0.18258133432701126,0.22225599701896617,0.13548800596206764,0.3512799850948309,0.16516266865402254,1
5788.0,108.1191600255045,-115.3432633354587,4.21595192367977,0.15170209993623876,-0.108,0.170751532780736,0.15,-0.15,1.3676493025448195,0.21719566982784466,-0.26489912628835,1.1069146995536714,0.0885375766390368,-0.11119566982784468,290.9443920081885,45.80158839732663,13.789058223488485,14.227549080331558,13.720490856843073,13.601044006747431,13.544895056715552,12.676283683322707,12.385582939910735,12.3574197731378,0.07277725321431236,19.396293391992355,4.259715665178905e-06,45.80155271079996,4.297020999362388e-05,0.02522003373715448,0.16313473329082584,-0.12686526670917417,0.15656736664541293,-7.01760269897236e-05,9.949221336733933e-05,9.510494328444973e-05,9.752200337371546e-05,0.12716316677293538,0.14597156651789045,-0.0617874003825674,0.14940419987247755,0.1542809702741733,0.1439119865051382,0.07432633354587079,0.14597156651789045,0.041049432844497205,0.15940419987247753,0.1468199034374767,0.15116587982146854,1
5848.447339100854,149.25190064224694,-174.6748099357753,4.447702483943826,0.08929913815653626,-0.18647176890818018,-0.02845818587056713,0.23374049678876527,-0.3,1.0029631013225988,0.2830716673216152,-0.14313573207424263,1.0075602634681335,0.11473127211941493,-0.1263496198715506,285.8437695551327,41.70861152302848,14.230910899205334,14.719715460746727,14.168886469398007,14.021333808498861,13.950764320361378,13.043211659462234,12.719016221003624,12.667805577407043,0.1573279263321249,19.05627107620468,2.1073289421977747e-05,41.70888079500056,0.0002579695897240488,0.7841530672454056,0.8459391794480976,0.9748099357753052,0.9211454646764179,-0.0001351237711369921,0.00012618023332063174,-0.00015463679709083633,0.00014414820094431802,0.2911454646764178,0.26073289421977747,0.2139847948620244,0.23024429807325913,0.4161834775213568,0.2842290929352836,0.3141530672454056,0.35154181412943286,0.24325190064224694,0.2465038012844939,0.4489467820170855,0.2807328942197775,1
5236.265268743134,103.4530537486268,-103.4530537486268,4.541093892502746,0.03185095686332779,-0.07665724751922481,0.22298086273344417,0.15,-0.15,0.8440328175302104,0.07546946251373202,-0.040906107497253597,0.9041207856943467,0.036530537486267986,-0.05537557001098561,298.1213246588831,47.993299267788586,14.657830922681756,15.332576138365118,14.593908406419397,14.369212417031353,14.26917367516253,13.31409619142489,12.896869664550575,12.800322718299203,0.0006795806229401981,19.87476429356111,2.279580622940198e-06,47.9933918803699,2.256927935508858e-05,0.3318751215534775,0.08182406367172752,0.3360196046022648,0.08033226805428013,-0.0017314175454733677,0.0019744576515929135,0.0017929079768400896,0.0029026254024168345,0.19121467819709306,0.07906107497253598,0.012265268743133995,0.112265268743134,0.19121467819709306,0.07906107497253598,0.18419826943198786,0.08132634371566996,0.25474841152052063,0.09602233310371537,0.3380642708096956,0.09519370934410298,1
