koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,target
6938.0,192.0,-312.0,4.281,0.105,-0.195,-0.44,0.25,-0.3,1.31,0.391,-0.211,1.198,0.185,-0.166,295.33884,40.037289,16.35,16.785,16.39,16.163,16.131,15.253,14.966,14.973,0.0,19.6892582,1.8e-06,40.037189,1.9e-05,0.093,0.073,-0.365,0.067,-0.0057,0.0081,-0.005,0.011,0.094,0.074,0.06,0.099,0.111,0.082,0.002,0.081,-0.079,0.092,0.079,0.092,0
5400.0,161.0,-145.0,4.443,0.112,-0.154,-0.1,0.3,-0.3,0.898,0.185,-0.123,0.816,0.116,-0.063,295.66672,43.37035,13.572,14.169,13.509,13.317,13.131,12.457,12.015,11.964,0.0,19.71127,2.9e-05,43.36589,0.00032,6.1,1.1,-16.1,1.2,-0.000212,3.9e-05,0.000557,4e-05,1.19,0.087,-6.8,0.12,6.91,0.13,1.278,0.089,-6.82,0.12,6.94,0.12,0
6003.0,96.0,-108.0,4.303,0.018,-0.014,-0.38,0.1,-0.1,1.109,0.036,-0.04,0.902,0.043,-0.049,295.22644,50.558979,11.811,12.104,11.775,11.685,11.677,10.814,10.577,10.535,0.0,19.6817614,8.6e-06,50.559222,9.7e-05,-0.02,0.3,0.87,0.35,-4.4e-05,3.4e-05,-0.000141,4.1e-05,0.29,0.25,1.21,0.26,1.24,0.27,0.34,0.24,1.66,0.26,1.7,0.26,1
5780.0,150.6,-164.6,4.438,0.09519999999999999,-0.17760000000000004,0.0,0.0,0.0,1.0,0.2516,-0.1262,1.0,0.11000000000000001,-0.0866,297.54327,41.951748,13.908,13.836,13.838,13.936,14.775,16.46,16.031,14.913,0.0,19.836129364,8e-09,41.95105713,8e-08,-3.59577,0.00032,-2.48351,0.0003,0.18,0.15,0.01,0.2,-0.061,0.067,0.051,0.067,0.08,0.067,-4.651,0.067,-2.961,0.067,5.514,0.068,0
5412.0,164.0,-164.0,4.513,0.05,-0.15,0.18,0.2,-0.3,0.887,0.187,-0.08,0.936,0.074,-0.09,294.85776,43.677929,15.264,15.933,15.194,14.977,14.852,13.855,13.417,13.322,0.739,19.657163,3.7e-05,43.67771,0.00047,-0.8,1.4,-0.8,1.7,0.00031,0.00069,0.0002,0.00081,0.59,0.91,-0.9,1.3,1.1,1.6,0.44,0.88,-1.2,1.3,1.3,1.5,0
5256.0,158.0,-142.0,4.502,0.105,-0.105,-0.26,0.35,-0.3,0.802,0.109,-0.098,0.745,0.109,-0.054,296.4682,43.80146,14.731,15.412,14.682,14.44,14.302,13.291,12.816,12.748,0.0,19.76454276,4e-07,43.8014232,4.7e-06,-0.177,0.016,-0.132,0.017,-0.00022,0.00091,0.0004,0.0013,-0.035,0.067,-0.123,0.067,0.128,0.067,-0.103,0.068,-0.044,0.068,0.112,0.068,0
7392.0,229.0,-324.0,4.135,0.1,-0.1,-0.04,0.24,-0.4,1.772,1.172,-0.3,1.563,0.363,-0.263,291.1962,40.261959,11.396,11.508,11.358,11.378,11.432,10.719,10.607,10.534,0.13,19.455718060000002,1.0899999999999999e-05,40.582817999999996,0.0001272,0.607,0.442,-0.281,0.4506,-8.479999999999999e-05,0.00015999999999999999,-5.999999999999973e-07,0.00016240000000000002,-0.031199999999999985,0.592,0.3664,0.43360000000000004,0.8176,0.5622,-0.06920000000000001,0.5780000000000001,0.3742,0.44560000000000005,0.8799999999999999,0.6,0
5968.0,161.0,-197.0,4.534,0.044,-0.187,-0.26,0.3,-0.3,0.881,0.227,-0.081,0.97,0.108,-0.119,294.90256,40.169979,15.286,15.776,15.243,15.076,15.001,14.097,13.745,13.647,0.0,19.66016897,2.5e-07,40.1699554,2.7e-06,-0.042,0.01,-0.0887,0.0099,0.0003,0.0023,0.0008,0.003,-0.018,0.067,-0.016,0.067,0.024,0.067,-0.029,0.068,-0.154,0.068,0.156,0.068,0
5952.0,119.0,-119.0,4.287,0.12,-0.12,0.06,0.15,-0.15,1.225,0.207,-0.17,1.059,0.093,-0.07,291.97617,38.05508,13.703,14.082,13.654,13.54,13.532,12.675,12.411,12.382,0.01,19.4650788,6.5e-06,38.05473,0.00011,0.03,0.28,-1.27,0.38,-0.00021,0.00012,-0.00013,0.00016,-0.11,0.22,0.15,0.2,0.18,0.19,-0.29,0.23,-0.05,0.19,0.29,0.23,1
5642.0,169.0,-169.0,4.542,0.044,-0.176,-0.14,0.3,-0.3,0.846,0.233,-0.078,0.91,0.104,-0.095,286.4527,42.657879,15.99,16.575,15.936,15.739,15.632,14.669,14.205,14.097,0.005,19.096824,2.1e-05,42.65765,0.00024,-0.9,0.83,-0.82,0.88,0.00127,0.00079,0.00108,0.00085,-0.7,0.31,-0.34,0.41,0.78,0.33,-0.47,0.31,-0.48,0.42,0.67,0.37,1
6395.0,162.0,-162.0,3.904,0.307,-0.102,-0.36,0.3,-0.25,2.012,0.439,-0.713,1.183,0.221,-0.201,292.71317,38.369659,12.261,12.566,12.209,12.13,12.113,11.243,10.974,10.943,0.0,19.514209543,1.6e-08,38.36961617,2.6e-07,-0.0744,0.00067,-0.15778,0.00093,-0.05,0.051,-0.105,0.066,0.035,0.067,0.07,0.068,0.078,0.068,-0.107,0.068,-0.126,0.068,0.165,0.068,0
6333.0,69.0,-88.0,4.198,0.11,-0.11,0.26,0.15,-0.2,1.523,0.259,-0.212,1.338,0.088,-0.098,297.87741,40.120781,13.911,14.279,13.865,13.753,13.701,12.854,12.684,12.602,0.027,19.858548,4e-05,40.12031,0.00042,2.2,1.6,-1.7,1.5,-4.3e-05,3.3e-05,3.2e-05,3.1e-05,0.69,0.64,-0.88,0.52,1.12,0.54,0.66,0.74,-0.89,0.61,1.11,0.62,0
5089.0,179.0,-179.0,4.559,0.06,-0.06,-0.16,0.3,-0.3,0.757,0.089,-0.073,0.757,0.09,-0.065,298.78799,45.77422,15.248,16.091,15.128,14.888,14.476,13.501,12.974,12.85,0.0,19.919251,1.3e-05,45.77548,0.00015,1.97,0.49,4.55,0.54,-0.00049,0.00011,-0.00079,0.00012,0.86,0.18,3.16,0.18,3.28,0.18,1.9,0.11,3.9,0.16,4.33,0.15,0
5250.0,105.0,-105.0,4.541,0.05,-0.045,-0.16,0.15,-0.15,0.79,0.052,-0.052,0.79,0.052,-0.039,290.49426,52.055519,12.713,13.553,12.67,12.355,12.6368,11.295,10.946,10.885,0.073,19.366286,1.2e-05,52.05538,0.00013,0.08,0.4,-0.51,0.47,-0.00015,0.00011,0.00011,0.00013,0.94,0.23,0.17,0.24,0.96,0.25,0.53,0.23,-0.19,0.24,0.56,0.23,1
5903.0,184.0,-205.0,4.353,0.128,-0.192,-0.04,0.25,-0.3,1.1,0.322,-0.198,0.995,0.14,-0.115,296.22293,47.92392,15.017,15.722,14.907,14.714,14.721,13.798,13.453,13.51,0.0,19.74818976,2.7e-07,47.9238967,2.5e-06,-0.2257,0.0099,-0.084,0.0091,0.012,0.0068,-0.002,0.01,-0.022,0.067,0.029,0.067,0.036,0.067,-0.16,0.07,-0.039,0.07,0.165,0.07,0
4132.0,82.0,-91.0,4.699,0.025,-0.028,-0.3,0.15,-0.15,0.564,0.03,-0.03,0.578,0.031,-0.034,291.15295,40.887489,14.699,15.902,14.671,14.184,13.882,12.753,12.096,11.907,0.053,19.4101904,6.1e-06,40.887742,6.6e-05,-0.28,0.25,0.91,0.24,-3e-05,0.00013,-0.00017,0.00012,0.02,0.1,0.1,0.1,0.1,0.1,-0.32,0.11,0.63,0.11,0.71,0.11,1
6052.0,163.0,-163.0,4.084,0.392,-0.168,-0.58,0.3,-0.25,1.417,0.405,-0.54,0.887,0.119,-0.089,285.14496,39.186989,12.873,13.286,12.834,12.696,12.617,11.812,11.52,11.441,0.0,19.00966968,7.4e-08,39.18702769,9.5e-07,0.2084,0.0031,0.1357,0.0034,-0.00096,0.00094,-0.0004,0.0012,0.049,0.067,0.052,0.067,0.071,0.067,0.157,0.067,0.231,0.069,0.279,0.069,0
5075.0,136.0,-151.0,3.892,0.707,-0.303,-0.06,0.3,-0.3,1.783,1.035,-1.139,0.905,0.166,-0.149,290.91119,38.335579,13.787,14.533,13.726,13.467,13.314,12.25,11.766,11.66,0.0,19.39407,1.2e-06,38.335563,1.7e-05,-0.447,0.052,-0.063,0.061,0.000522,9.2e-05,-9e-05,0.00011,-0.284,0.075,0.184,0.071,0.338,0.075,-0.276,0.077,0.156,0.071,0.317,0.077,0
6781.0,182.0,-243.0,4.125,0.18,-0.135,-0.22,0.25,-0.3,1.651,0.336,-0.41,1.333,0.162,-0.223,292.47604,47.83942,13.169,13.447,13.132,13.05,13.011,12.242,12.02,11.96,0.0,19.498484,2.8e-05,47.83691,0.00025,2.9,1.0,-9.05,0.92,-9.1e-05,3.2e-05,0.000285,2.9e-05,2.09,0.47,-7.63,0.96,7.91,0.97,2.08,0.47,-7.4,0.92,7.69,0.93,0
8117.0,251.0,-334.0,3.748,0.442,-0.078,-0.42,0.2,-0.3,3.07,0.27,-1.44,1.922,0.084,-0.501,295.82617,45.78764,14.005,14.077,13.982,13.962,13.957,13.263,13.021,12.948,0.2178,19.72174268,1.1e-07,45.787562,1.7e-06,-0.0762,0.0043,-0.2809,0.0062,-0.00046439999999999996,0.0002532,-1.8400000000000003e-05,0.00025760000000000003,0.064,0.067,-0.064,0.07,0.091,0.068,-0.016,0.079,-0.126,0.073,0.127,0.073,0
5461.0,164.0,-147.0,4.497,0.074,-0.137,-0.1,0.3,-0.3,0.861,0.184,-0.099,0.851,0.101,-0.073,296.38013,51.209721,15.311,15.941,15.26,15.041,14.925,13.971,13.549,13.438,0.0,19.75869428,1.2e-07,51.2099594,1.2e-06,0.6421,0.004,0.8618,0.0041,0.0041,0.0085,0.003,0.014,-0.018,0.067,-0.027,0.067,0.032,0.067,-0.054,0.068,-0.034,0.068,0.063,0.069,0
5251.0,156.0,-156.0,4.623,0.055,-0.055,-0.78,0.3,-0.3,0.658,0.069,-0.052,0.663,0.066,-0.033,292.9306,37.96442,15.16,15.797,15.122,14.887,14.733,13.72,13.272,13.128,0.0,19.528705291,5.8e-08,37.96416402,6.7e-07,-0.0855,0.0025,-0.9215,0.0024,-0.037,0.04,0.034,0.05,0.019,0.067,-0.016,0.067,0.025,0.067,-0.258,0.069,-0.175,0.068,0.312,0.069,0
5873.0,146.0,-161.0,4.554,0.036,-0.204,-0.3,0.3,-0.3,0.843,0.248,-0.083,0.93,0.108,-0.108,287.12943,43.344131,14.408,14.88,14.357,14.205,14.145,13.194,12.842,12.802,0.0,19.14195183,3.3e-08,43.34411486,3.4e-07,-0.3994,0.0013,-0.0545,0.0012,0.0415,0.0096,0.021,0.013,-0.575,0.067,-0.287,0.067,0.642,0.067,-0.435,0.067,-0.175,0.067,0.469,0.067,0
5383.0,159.0,-143.0,4.614,0.035,-0.105,-0.32,0.3,-0.3,0.736,0.122,-0.057,0.824,0.078,-0.096,289.94019,50.652771,14.837,15.423,14.781,14.587,14.498,13.477,13.045,12.973,0.0,19.329285,3e-05,50.65384,0.00029,-2.0,1.0,3.9,1.1,0.000125,6e-05,-0.000228,6.2e-05,2.58,0.38,4.51,0.48,5.2,0.5,2.58,0.37,4.44,0.46,5.13,0.46,0
5431.0,81.0,-81.0,4.496,0.052,-0.078,0.02,0.15,-0.15,0.879,0.086,-0.06,0.881,0.05,-0.05,280.80157,44.033989,14.56,15.077,14.499,14.339,14.25,13.344,12.955,12.919,0.202,18.720102,1.8e-05,44.03392,0.00018,-0.08,0.7,-0.24,0.67,-0.00057,0.00047,0.00015,0.00045,-0.03,0.23,-0.27,0.57,0.27,0.58,-0.11,0.24,-0.18,0.52,0.21,0.53,1
3561.0,71.0,-89.0,4.855,0.055,-0.055,0.0,0.15,-0.15,0.411,0.045,-0.06,0.44,0.041,-0.076,296.98505,43.65852,15.234,16.847,15.445,14.543,14.057,12.836,12.15,11.966,0.002,19.799001,1.1e-05,43.65837,0.00012,-0.1,0.42,-0.56,0.42,0.00042,0.00033,0.00055,0.00033,-0.18,0.26,0.25,0.24,0.31,0.2,0.4,0.29,0.51,0.25,0.65,0.31,1
5927.0,176.0,-193.0,4.409,0.084,-0.196,0.07,0.25,-0.3,1.06,0.319,-0.137,1.05,0.14,-0.127,291.84891,37.713501,15.065,15.603,15.003,14.834,14.722,13.817,13.51,13.437,0.0,19.4567842,8.8e-06,37.711519,8.4e-05,8.13,0.38,-7.13,0.3,-0.00697,0.0003,0.0046,0.00025,3.77,0.2,-3.47,0.58,5.12,0.43,2.83,0.23,-3.84,0.41,4.77,0.39,0
5322.4,123.8,-134.0,4.3772,0.1386,-0.11320000000000001,-0.14400000000000002,0.23399999999999999,-0.23399999999999999,1.0497999999999998,0.25880000000000003,-0.20739999999999997,0.8496,0.1136,-0.0758,295.34177,42.9958,14.037,14.828,13.936,13.699,13.567,12.481,12.019,11.948,0.053,19.6895,3.8e-05,42.99586,0.00043,1.9,1.5,0.2,1.5,-0.00044,0.00033,0.0,0.00034,-0.13,0.66,1.39,0.55,1.39,0.62,-0.1,0.71,1.55,0.56,1.55,0.56,0
3861.0,70.0,-40.0,1.06,0.03,-0.03,-0.22,0.15,-0.1,46.169,13.083,-1.454,0.893,0.552,-0.031,292.08344,37.814678,11.989,13.575,12.114,11.309,10.803,9.363,8.522,8.289,0.0,19.472508,2.2e-05,37.81209,0.00033,11.87,0.94,-9.3,1.2,-0.00049,3.9e-05,0.000376,4.9e-05,9.1,1.1,-11.4,3.0,14.6,2.8,9.03,0.99,-11.5,3.1,14.6,2.8,0
5585.0,186.0,-186.0,4.564,0.05,-0.15,-0.28,0.3,-0.3,0.798,0.192,-0.082,0.852,0.097,-0.089,284.67484,47.340809,17.115,17.707,17.077,16.862,16.651,15.726,15.219,14.875,0.0,18.978349574,9.7e-08,47.3401097,1.3e-06,0.9614,0.0035,-2.5209,0.0048,0.03,0.17,-0.14,0.26,-0.9,0.14,4.94,0.29,5.02,0.28,0.357,0.069,0.417,0.068,0.549,0.069,0
5561.0,167.0,-167.0,4.558,0.048,-0.152,-0.22,0.3,-0.3,0.809,0.185,-0.074,0.864,0.091,-0.091,289.31421,39.131359,14.654,15.225,14.611,14.409,14.356,13.345,12.927,12.868,0.0,19.287604954,3e-08,39.13140788,2.7e-07,-0.3789,0.0013,0.17238,0.00098,-0.106,0.016,0.029,0.02,0.038,0.067,0.003,0.067,0.038,0.067,0.029,0.067,0.147,0.069,0.15,0.069,0
5271.0,174.0,-158.0,4.634,0.066,-0.039,-1.06,0.3,-0.3,0.63,0.049,-0.044,0.624,0.059,-0.023,295.53534,39.40818,15.481,16.122,15.456,15.207,15.051,14.057,13.6,13.474,0.0,19.702553,3.7e-05,39.4055,0.00041,8.2,1.5,-9.6,1.5,-0.00098,0.00019,0.00118,0.00018,3.49,0.25,-4.97,0.47,6.07,0.5,3.61,0.25,-5.11,0.48,6.25,0.52,0
4833.0,50.0,-101.0,3.13,0.18,-0.105,0.38,0.05,-0.2,6.065,0.995,-1.848,1.81,0.2,-0.6,300.16159,43.992931,13.175,14.168,13.122,12.749,12.505,11.33,10.755,10.618,0.945,20.010772,2e-05,43.9929,0.00022,0.01,0.77,-0.12,0.78,7e-05,0.00046,5e-05,0.00048,0.03,0.68,-0.23,0.41,0.23,0.42,0.07,0.7,-0.35,0.34,0.35,0.36,0
5520.0,166.0,-182.0,4.572,0.034,-0.136,-0.08,0.3,-0.3,0.818,0.164,-0.07,0.917,0.074,-0.111,290.50125,40.6945,15.916,16.519,15.859,15.658,15.597,14.637,14.178,14.157,0.149,19.366739,2.3e-05,40.69464,0.00026,-0.48,0.95,0.52,0.94,6.9e-05,7.3e-05,-5.9e-05,7.2e-05,5.34,0.68,1.29,0.53,5.49,0.67,5.62,0.69,1.42,0.47,5.79,0.68,0
6210.0,150.0,-206.0,4.456,0.056,-0.21,-0.16,0.25,-0.35,1.014,0.335,-0.112,1.067,0.144,-0.144,291.6535,41.741772,13.532,13.906,13.473,13.371,13.319,12.476,12.191,12.143,0.004,19.443624,2.5e-05,41.74191,0.00028,2.3,1.0,0.49,1.0,-5.7e-05,2.4e-05,-7e-06,2.3e-05,1.69,0.91,0.34,0.61,1.72,0.87,1.63,0.99,0.4,0.6,1.68,0.94,0
6181.0,175.0,-218.0,4.474,0.054,-0.202,-0.22,0.25,-0.3,0.98,0.306,-0.102,1.042,0.147,-0.134,293.65582,45.511108,14.886,15.316,14.843,14.702,14.651,13.741,13.456,13.393,0.0,19.57719,3.9e-05,45.51094,0.00045,5.1,1.5,-0.6,1.6,-0.000217,6.2e-05,2.9e-05,6.7e-05,0.79,0.51,-1.84,0.73,2.0,0.76,0.68,0.5,-1.82,0.74,1.94,0.76,0
5485.0,182.0,-182.0,4.574,0.036,-0.144,-0.12,0.3,-0.3,0.805,0.176,-0.075,0.891,0.081,-0.102,286.94415,42.580631,15.962,16.585,15.909,15.694,15.567,14.581,14.301,14.067,0.0,19.129584,1.3e-05,42.580745,7.1e-05,-1.05,0.52,0.41,0.25,-0.00292,0.00088,0.00049,0.00067,4.5,1.3,-0.51,0.15,4.6,1.3,1.15,0.13,-0.39,0.14,1.21,0.13,0
6184.0,179.0,-225.0,4.448,0.045,-0.269,-0.06,0.2,-0.3,1.038,0.42,-0.094,1.1,0.212,-0.128,299.26038,41.420231,15.435,15.883,15.373,15.243,15.15,14.261,14.012,13.963,0.198,19.8884784,4.3599999999999996e-05,41.41357,0.00044199999999999996,-0.17199999999999993,1.778,-0.12400000000000007,1.598,0.0003148,0.0010436,-4.4799999999999984e-05,0.0009119999999999999,-0.18400000000000002,1.25,-0.658,1.272,1.4900000000000002,1.358,-0.11399999999999996,1.3820000000000001,-0.7399999999999999,1.182,1.5579999999999998,1.318,0
4326.0,131.0,-131.0,4.667,0.054,-0.027,-0.54,0.3,-0.3,0.575,0.045,-0.056,0.56,0.063,-0.037,298.98932,48.077171,13.145,14.192,13.07,12.697,12.465,11.326,10.723,10.602,0.879,19.932636,2.6e-05,48.07725,0.00043,0.55,0.95,0.3,1.6,-2e-05,0.00028,0.00011,0.00045,0.0,1.0,7.7,3.4,7.7,3.4,0.4,0.95,8.4,3.4,8.4,3.4,0
6218.0,174.0,-261.0,4.417,0.048,-0.192,0.21,0.15,-0.3,1.131,0.334,-0.119,1.219,0.143,-0.172,293.66507,40.359531,15.686,16.168,15.631,15.48,15.446,14.613,14.278,14.315,0.0,19.577406,1.8e-05,40.36115,0.00018,-10.87,0.72,5.84,0.63,0.00448,0.0003,-0.00245,0.00026,-6.28,0.38,4.75,0.24,7.87,0.34,-6.18,0.35,4.34,0.26,7.55,0.3,0
5997.0,148.0,-170.0,4.466,0.054,-0.285,-0.14,0.24,-0.3,0.971,0.39,-0.096,1.004,0.14,-0.121,287.29846,49.703049,13.298,13.72,13.238,13.116,13.07,12.158,11.858,11.795,0.899,19.153216,5.4e-05,49.70305,0.00058,-0.5,1.9,0.0,2.1,7e-05,0.00029,2e-05,0.00032,-0.03599999999999998,0.674,0.14,0.906,0.5860000000000001,0.914,-0.05200000000000001,0.616,0.037999999999999964,0.8800000000000001,0.5519999999999999,0.9179999999999999,0
5780.0,123.0,-137.4,4.438,0.038,-0.18960000000000002,0.0,0.0,0.0,1.0,0.23719999999999994,-0.06559999999999999,1.0,0.07999999999999999,-0.0902,290.26614,38.837917,13.133,13.14,13.06,13.13,13.908199999999999,14.735,15.835,14.071,0.0,19.35114188,3.7e-07,38.8390147,3.6e-06,2.72,0.016,3.952,0.013,0.0457,0.0026,-0.0566,0.0033,-3.66,0.74,4.5,0.39,5.8,0.38,2.209,0.074,5.527,0.07,5.952,0.07,0
5970.0,161.0,-197.0,4.521,0.05,-0.2,-0.18,0.3,-0.3,0.908,0.265,-0.088,0.996,0.118,-0.131,295.70044,48.834229,15.445,15.935,15.394,15.235,15.15,14.221,13.902,13.769,0.0,19.713362388,5.9e-08,48.83421021,6e-07,0.0138,0.0021,-0.0712,0.0021,-0.007,0.023,-0.02,0.034,0.023,0.067,0.044,0.067,0.05,0.067,-0.032,0.067,0.004,0.069,0.032,0.067,0
3710.0,81.0,-89.0,4.797,0.054,-0.036,-0.2,0.1,-0.1,0.452,0.036,-0.053,0.467,0.034,-0.051,282.90985,41.502739,15.901,17.4,16.021,15.259,14.892,13.674,12.96,12.809,0.393,18.860685,3.6e-05,41.50257,0.00048,1.2,1.5,-0.6,1.7,-0.0008,0.002,-0.0012,0.0023,-0.17,0.75,1.3,0.72,1.31,0.73,0.35,0.64,1.47,0.78,1.51,0.77,0
4753.0,170.0,-170.0,4.585,0.05,-0.036,-0.06,0.3,-0.3,0.717,0.057,-0.063,0.72,0.071,-0.058,292.19189,47.690102,13.007,13.535,12.951,12.781,13.4224,14.509,13.768,13.329,0.0,19.479305,5.8e-05,47.69176,0.00058,-5.6,2.1,6.0,2.1,0.00032,0.00012,-0.00036,0.00012,-0.91,0.58,1.82,0.92,2.04,0.84,-1.16,0.62,1.54,0.98,1.93,0.77,0
5644.0,84.0,-75.0,4.162,0.033,-0.03,0.3,0.15,-0.15,1.411,0.091,-0.073,1.053,0.115,-0.057,284.48245,44.398041,12.346,12.778,12.272,12.161,12.107,11.21,10.867,10.801,0.003,18.9654958,1.9e-06,44.397929,1.9e-05,-0.03,0.073,-0.401,0.069,-1.2e-05,3.7e-05,6.3e-05,3.6e-05,0.07,0.12,-0.019,0.089,0.07,0.11,0.05,0.1,-0.257,0.087,0.262,0.088,1
6555.0,162.0,-255.0,4.374,0.067,-0.202,-0.12,0.25,-0.3,1.178,0.366,-0.157,1.2,0.17,-0.17,297.42636,43.816502,15.451,15.848,15.409,15.28,15.202,14.357,14.127,14.15,0.0,19.825179,2.4e-05,43.76101,0.00029,-126.41,0.92,-199.8,1.1,0.03287,0.00024,0.05192,0.00028,1.6218,0.4782,-2.271,0.5784,3.1582,0.6424000000000001,1.6776,0.4234,-2.489,0.465,3.3810000000000002,0.48600000000000004,0
6180.0,173.0,-173.0,4.007,0.292,-0.117,-0.34,0.35,-0.25,1.686,0.335,-0.503,1.053,0.179,-0.146,284.58551,41.009579,11.809,12.156,11.762,11.659,11.64,10.787,10.511,10.453,0.0,18.97235753,7.5e-07,41.0095995,7.9e-06,-0.374,0.03,0.07,0.028,0.000803,7.3e-05,0.000141,8.1e-05,-0.447,0.072,-0.02,0.081,0.448,0.072,-0.399,0.076,0.115,0.083,0.415,0.077,0
5945.0,179.0,-179.0,4.545,0.039,-0.208,-0.3,0.3,-0.3,0.861,0.274,-0.069,0.95,0.106,-0.118,297.81793,46.76421,15.545,16.064,15.496,15.322,15.191,14.284,13.897,13.775,0.0,19.854523191,9.5e-08,46.7641078,1.1e-06,-0.2038,0.0035,-0.368,0.004,0.0,0.13,-0.24,0.19,0.045,0.068,0.072,0.067,0.085,0.068,-0.054,0.075,-0.208,0.071,0.214,0.071,0
5240.0,156.4,-137.8,4.2498000000000005,0.296,-0.259,0.164,0.196,-0.288,1.233,0.5906,-0.47739999999999994,0.8997999999999999,0.1414,-0.10539999999999998,290.66681,38.568329,14.463,15.174,14.404,14.159,14.024,13.01,12.529,12.469,0.3418,19.39201954,1.34e-05,38.681067600000006,0.00016480000000000002,0.6841999999999999,0.5652,0.359,0.5868000000000001,-0.0040574,0.0006056,-0.0022972,0.0005452,1.4595999999999998,0.7532000000000001,1.2193999999999998,0.5144000000000001,1.9629999999999999,0.7604000000000001,1.4221999999999997,0.6894000000000001,1.2532,0.6586000000000001,1.9983999999999997,0.7041999999999999,0
7214.0,200.0,-342.0,4.093,0.112,-0.192,0.24,0.15,-0.35,1.935,0.593,-0.396,1.69,0.187,-0.257,294.67377,46.122673,12.962,13.249,12.899,12.84,12.5404,12.181,12.059,12.009,0.187,19.6449185,2e-06,46.12265,2.4e-05,0.064,0.076,-0.082,0.087,-8e-05,0.00094,-0.0005,0.0013,0.019,0.071,0.044,0.071,0.048,0.073,-0.044,0.07,-0.053,0.076,0.068,0.076,0
5398.0,208.0,-170.0,3.822,0.805,-0.345,-0.64,0.35,-0.25,1.843,1.344,-1.1,0.821,0.204,-0.11,282.509,46.634441,15.992,16.617,15.958,15.724,15.561,14.496,14.046,13.94,0.0,18.83393621,4.7e-07,46.6343703,4.9e-06,0.082,0.017,-0.251,0.017,0.001,0.027,-0.002,0.039,0.09,0.072,0.361,0.07,0.372,0.071,0.034,0.087,0.267,0.075,0.269,0.075,0
5381.0,175.0,-159.0,4.538,0.051,-0.119,-0.06,0.3,-0.3,0.826,0.153,-0.082,0.858,0.087,-0.078,296.52243,43.363369,15.911,16.591,15.841,15.62,15.448,14.437,14.033,13.865,0.002,19.7681611,6.3e-06,43.363468,6.4e-05,-0.04,0.25,0.35,0.23,0.00053,0.00084,-0.00127,0.00091,0.15,0.099,-0.08,0.11,0.17,0.11,0.1,0.11,-0.21,0.11,0.23,0.12,0
6321.0,175.0,-241.0,4.434,0.065,-0.195,-0.16,0.25,-0.3,1.058,0.326,-0.116,1.108,0.158,-0.158,298.75833,48.59779,15.067,15.476,15.02,14.892,14.861,13.997,13.635,13.662,0.0,19.917485,4e-05,48.60663,0.00047,9.4,1.4,31.8,1.7,-0.00214,0.00035,-0.00755,0.00042,2.51,0.45,7.11,0.23,7.54,0.36,2.36,0.33,7.4,0.17,7.77,0.25,0
6075.0,168.0,-210.0,4.486,0.052,-0.208,-0.12,0.25,-0.35,0.969,0.3,-0.1,1.048,0.139,-0.139,285.72079,40.85696,15.832,16.315,15.794,15.625,15.566,14.753,14.325,14.318,0.73,19.048049,2e-05,40.85687,0.00024,-0.14,0.83,-0.34,0.85,9e-05,0.00043,0.00017,0.00044,0.03,0.22,-0.11,0.28,0.11,0.28,-0.03,0.21,-0.21,0.31,0.22,0.31,1
6112.4,157.8,-200.2,4.239999999999999,0.18919999999999998,-0.1502,-0.13999999999999999,0.25,-0.27,1.3767999999999998,0.35960000000000003,-0.3538,1.101,0.14740000000000003,-0.1508,288.92908,40.917622,14.002,14.878,13.971,13.626,13.424,12.297,11.794,11.67,0.05,19.261947,1.5e-05,40.91776,0.00014,0.38,0.61,0.49,0.5,-3.7e-05,3.2e-05,-1.7e-05,2.6e-05,0.26,0.16,-0.1,0.16,0.28,0.15,0.23,0.15,0.06,0.16,0.24,0.15,0
5402.0,177.0,-193.0,4.581,0.032,-0.128,0.07,0.25,-0.3,0.815,0.158,-0.068,0.931,0.063,-0.108,283.95078,44.669022,15.992,16.627,15.912,15.719,15.601,14.605,14.176,13.975,0.068,18.92984821,6.1e-07,44.669581,4.6e-06,-7.776,0.023,2.019,0.016,0.0046536,0.0010044000000000001,-0.00019620000000000003,0.0003556,-0.279,0.079,0.037,0.069,0.281,0.08,-5.675,0.072,1.811,0.068,5.957,0.07,0
