kepoi_name,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_disposition
K07415.01,4995.0,134.0,-149.0,4.624,0.07,-0.04,-0.72,0.3,-0.3,0.638,0.06,-0.06,0.625,0.066,-0.031,287.26074,48.846512,13.238,13.926,13.192,12.944,12.786,11.795,11.328,11.209,0.0,19.150736,1.8e-06,48.84683,1.6e-05,0.735,0.063,1.151,0.058,-0.0006,0.00011,-0.00053,0.00015,-0.008,0.067,0.024,0.067,0.026,0.067,0.032,0.071,0.449,0.07,0.45,0.07,CANDIDATE
K07416.01,6266.0,197.0,-241.0,4.209,0.214,-0.175,-0.22,0.25,-0.3,1.342,0.384,-0.314,1.06,0.181,-0.131,290.478,48.854645,12.052,12.964,12.165,12.2344,12.361799999999999,11.113,10.87,10.827,0.103,19.365189,2.6e-05,48.85429,0.00029,-0.4,0.94,-1.3,1.1,1.6e-05,4.8e-05,5.9e-05,5.4e-05,0.59,0.49,1.69,0.88,1.79,0.83,0.52,0.5,1.57,0.9,1.65,0.88,CANDIDATE
K04301.02,6254.0,174.0,-212.0,4.019,0.266,-0.114,-0.26,0.3,-0.3,1.706,0.349,-0.524,1.11,0.195,-0.16,298.20261,44.925831,13.096,13.528,13.065,12.911,12.848,11.964,11.713,11.643,0.093,19.880166,5e-05,44.92639,0.00046,-0.3,1.9,2.0,1.7,1.1e-05,5.8e-05,-5.7e-05,5.1e-05,0.41,0.85,0.68,0.7,0.8,0.74,0.45,0.86,0.8,0.7,0.92,0.74,CANDIDATE
K04383.02,6164.0,165.0,-220.0,4.378,0.09,-0.21,-0.12,0.25,-0.3,1.09,0.35,-0.15,1.032,0.167,-0.111,288.46909,46.78368,13.874,14.268,13.793,13.705,13.598,12.734,12.444,12.42,0.017,19.2313,3.5e-05,46.78318,0.00032,1.0,1.3,-1.8,1.1,-4.1e-05,6e-05,7.8e-05,5.2e-05,-0.61,0.76,-0.14,0.27,0.63,0.77,-0.59,0.86,-0.24,0.31,0.64,0.86,CANDIDATE
K04421.02,5950.0,71.0,-83.0,4.323,0.096,-0.144,0.14,0.15,-0.15,1.196,0.235,-0.157,1.1,0.077,-0.07,294.12488,46.67289,12.788,13.153,12.741,12.632,12.6,11.729,11.453,11.409,0.051,19.608303,3.4e-05,46.67346,0.00063,-0.8,1.3,2.0,2.3,1.8e-05,2.5e-05,-5.4e-05,4.5e-05,0.51,0.78,2.19,0.66,2.25,0.67,0.6,0.78,2.16,0.66,2.25,0.67,CANDIDATE
K00416.04,5183.0,106.0,-99.0,4.608,0.015,-0.015,-0.18,0.16,-0.16,0.739,0.063,-0.029,0.818,0.037,-0.067,286.86548,41.989079,14.29,14.922,14.223,14.019,13.908,12.853,12.488,12.301,0.044,19.124353,4.5e-05,41.98835,0.0005,-0.5,1.8,-2.6,1.8,8e-05,0.0002,0.00027,0.0002,0.0,0.8,-2.1,1.3,2.1,1.2,-0.17,0.88,-2.4,1.2,2.4,1.1,CANDIDATE
K04500.03,5295.0,185.0,-185.0,4.548,0.052,-0.097,-0.1,0.3,-0.3,0.8,0.133,-0.082,0.825,0.096,-0.078,295.90503,45.40543,15.85,16.55,15.787,15.551,15.401,14.307,13.912,13.905,0.246,19.727039,4.3e-05,45.40583,0.00052,1.4,1.6,1.4,1.9,-0.00057,0.00061,-0.00048,0.0007,-0.51,0.31,-1.21,0.63,1.31,0.6,-0.53,0.3,-1.03,0.66,1.16,0.6,CANDIDATE
K07607.01,6745.2,167.6,-204.0,3.925,0.3456,-0.1516,-0.17400000000000002,0.24,-0.27,2.281,0.5418000000000001,-0.8762000000000001,1.493,0.18239999999999998,-0.29419999999999996,293.54141,47.007912,11.642,11.811,11.585,11.574,11.604,10.789,10.62,10.572,0.026,19.5694319,4.1e-06,47.007813,4.3e-05,0.19,0.15,-0.35,0.15,-6.4e-05,5.9e-05,2e-05,7.2e-05,0.34,0.22,0.16,0.36,0.38,0.34,0.34,0.29,0.02,0.41,0.34,0.45,CANDIDATE
K07617.01,3578.0,63.0,-76.0,4.893,0.09,-0.09,-0.2,0.1,-0.1,0.375,0.06,-0.07,0.401,0.08,-0.07,291.97635,49.575771,15.72,17.302,15.889,15.043,14.58,13.355,12.716,12.517,0.144,19.465137,4.3e-05,49.57578,0.00039,1.7,1.5,0.0,1.4,-0.00042,0.00043,0.00015,0.0004,-0.12,0.46,-0.68,0.64,0.69,0.62,0.04,0.46,-0.03,0.64,0.05,0.55,CANDIDATE
K03184.03,5788.0,115.0,-115.0,4.178,0.176,-0.095,0.12,0.15,-0.15,1.376,0.232,-0.258,1.039,0.106,-0.073,288.39529,39.872627,11.158,11.805,11.219,11.7514,11.704399999999998,10.118,9.858,9.792,0.0,19.226335,2.1e-05,39.8719,0.00028,-0.73,0.89,-2.6,1.0,1e-05,1.7e-05,4.6e-05,1.9e-05,-0.02,0.61,-0.44,0.62,0.44,0.62,-0.14,0.61,-0.91,0.65,0.92,0.65,CANDIDATE
K04524.03,5700.0,77.0,-77.0,4.434,0.063,-0.117,0.16,0.15,-0.15,1.006,0.148,-0.079,1.003,0.056,-0.062,289.5484,40.1642,14.955,15.456,14.917,14.74,14.656,13.773,13.471,13.412,0.402,19.303225,3.5e-05,40.16391,0.00037,0.0,1.4,-1.0,1.3,0.0,0.00013,8e-05,0.00012,0.08,0.72,0.34,0.61,0.35,0.67,0.08,0.65,0.22,0.6,0.23,0.68,CANDIDATE
K04782.02,6032.0,189.0,-232.0,4.485,0.052,-0.208,-0.06,0.25,-0.3,0.973,0.3,-0.1,1.055,0.139,-0.153,297.9487,45.255039,15.85,16.367,15.789,15.628,15.509,14.604,14.337,14.198,0.899,19.863242,4.1e-05,45.25489,0.00044,-0.1,1.6,-0.5,1.6,-2e-05,0.00031,7e-05,0.00031,-0.1,0.94,0.14,0.49,0.18,0.85,-0.18,0.99,0.04,0.44,0.2,1.0,CANDIDATE
K04957.02,3606.0,57.0,-72.0,4.859,0.045,-0.036,-0.2,0.1,-0.1,0.395,0.036,-0.044,0.413,0.037,-0.047,293.2811,38.082241,15.555,17.128,15.728,14.88,14.447,13.204,12.551,12.372,0.0,19.5520779,8.2e-06,38.08242,0.0001,0.22,0.35,0.65,0.36,-0.00023,0.00012,0.00039,0.00012,1.3,0.46,-5.5,1.7,5.6,1.7,0.11,0.31,0.38,0.6,0.39,0.63,CANDIDATE
K05475.02,6072.0,167.0,-137.0,4.133,0.301,-0.129,-0.76,0.3,-0.2,1.286,0.255,-0.383,0.818,0.106,-0.049,294.49487,43.91362,13.093,13.474,13.055,12.93,12.873,12.033,11.731,11.66,0.297,19.632966,3.8e-05,43.9133,0.00045,-1.0,1.5,-1.2,1.6,4.5e-05,5.8e-05,3.9e-05,6.4e-05,-0.29,0.74,-0.79,0.62,0.84,0.72,-0.17,0.77,-0.89,0.54,0.91,0.6,CANDIDATE
K06447.02,6705.0,164.0,-233.0,4.145,0.164,-0.164,-0.16,0.24,-0.32,1.608,0.905,-0.383,1.325,0.276,-0.256,294.93198,39.81242,12.964,13.246,12.913,12.843,12.806,12.052,11.874,11.797,0.052,19.662122,1.3e-05,39.8126,0.00017,-0.4,0.53,0.64,0.61,9e-05,0.00019,-0.00024,0.00022,0.34,0.68,0.48,0.58,0.59,0.83,0.2,0.56,0.51,0.68,0.55,0.75,CANDIDATE
K06464.03,6373.0,151.0,-189.0,4.438,0.062,-0.188,-0.24,0.25,-0.3,1.047,0.298,-0.106,1.094,0.143,-0.143,298.21509,39.955101,13.718,14.055,13.665,13.574,13.536,12.714,12.461,12.395,0.667,19.8810078,9.3e-06,39.954985,9.2e-05,0.04,0.39,-0.42,0.33,0.00021,0.00045,9e-05,0.00041,0.6,0.28,-0.6,0.58,0.85,0.59,0.58,0.2,-0.64,0.51,0.87,0.5,CANDIDATE
K07546.01,7854.0,227.0,-311.0,3.669,0.258,-0.258,-0.12,0.26,-0.34,3.462,0.624,-1.141,2.039,0.286,-0.392,294.31064,39.049702,12.667,12.788,12.626,12.61,12.608,11.874,11.768,11.708,0.524,19.6207016,7.7e-06,39.049754,9e-05,-0.32,0.32,0.2,0.32,7e-05,0.00016,-4e-05,0.00017,-0.29,0.64,0.45,0.6,0.54,0.79,-0.29,0.58,0.56,0.54,0.63,0.69,CANDIDATE
K07554.01,6315.0,167.0,-217.0,4.389,0.071,-0.071,-0.16,0.23,-0.3,1.095,0.558,-0.117,1.066,0.245,-0.107,298.27673,39.903851,14.519,14.93,14.472,14.343,14.263,13.438,13.156,13.087,0.75,19.885105,5.3e-05,39.90363,0.00061,-0.4,2.2,-0.8,2.2,0.00027,0.00075,9e-05,0.00075,-0.18,0.71,1.28,0.73,1.29,0.73,-0.23,0.71,1.18,0.73,1.2,0.73,CANDIDATE
K07558.01,5275.0,185.0,-144.0,4.505,0.083,-0.083,-0.3,0.37,-0.26,0.796,0.358,-0.088,0.739,0.155,-0.052,290.56674,40.449902,15.413,16.091,15.358,15.122,14.985,13.937,13.419,13.391,0.0,19.371073,4.5e-05,40.45099,0.00055,-1.7,1.9,3.9,2.0,0.00035,0.00036,-0.00088,0.00039,-0.55,0.54,-1.67,0.78,1.76,0.74,-0.6,0.54,-1.84,0.7,1.93,0.7,CANDIDATE
K07559.01,6528.0,155.0,-217.0,4.384,0.063,-0.063,-0.16,0.22,-0.32,1.155,0.613,-0.131,1.177,0.252,-0.168,290.48553,40.630699,12.798,13.068,12.736,12.683,12.696,11.881,11.639,11.593,0.06,19.3657101,8.3e-06,40.630796,8.9e-05,0.28,0.34,0.34,0.32,-1e-05,1.3e-05,-1.3e-05,1.2e-05,-0.03,0.13,0.11,0.24,0.12,0.24,-0.08,0.14,0.18,0.26,0.19,0.26,CANDIDATE
K07562.01,4696.6,130.8,-128.2,4.628,0.0406,-0.0398,-0.088,0.258,-0.262,0.6809999999999999,0.11379999999999998,-0.0548,0.7172,0.0634,-0.0638,292.5253,41.197231,15.327,16.476,15.263,14.835,14.594,13.444,12.813,12.698,0.1,19.50168,3.6e-05,41.19703,0.00037,-0.2,1.4,-0.7,1.3,-0.0001,0.00037,0.00037,0.00034,-2.3,1.1,-0.2,1.2,2.3,1.1,-2.4,1.1,-0.1,1.3,2.4,1.1,CANDIDATE
K07567.01,4486.0,132.0,-127.0,4.642,0.04,-0.04,-0.16,0.3,-0.34,0.646,0.059,-0.057,0.668,0.058,-0.065,291.95438,41.826969,15.059,16.094,15.008,14.616,14.368,13.271,12.65,12.496,0.425,19.463607,2.9e-05,41.82682,0.00034,-0.7,1.2,-0.5,1.2,0.00032,0.00063,0.00032,0.00066,0.05,0.97,-0.5,1.5,0.5,1.8,-0.07,0.77,-0.5,1.5,0.5,1.5,CANDIDATE
K02369.03,6075.0,168.0,-210.0,4.486,0.052,-0.208,-0.12,0.25,-0.35,0.969,0.3,-0.1,1.048,0.139,-0.139,285.72079,40.85696,15.832,16.315,15.794,15.625,15.566,14.753,14.325,14.318,0.832,19.048072,4.8e-05,40.85687,0.00057,0.8,2.0,-0.3,2.0,-0.00013,0.00034,6e-05,0.00035,0.0,1.0,0.43,0.82,0.43,0.82,0.0,1.1,0.34,0.8,0.34,0.8,CANDIDATE
K07572.01,9051.0,298.0,-379.0,3.623,0.305,-0.305,0.21,0.15,-0.14,4.232,0.909,-1.521,2.738,0.362,-0.488,295.51334,42.31879,9.748,9.663,9.776,9.92,10.012,9.399,9.408,9.378,0.07,19.70071,0.00025,42.3173,0.0016,-7.1,9.8,-5.5,5.8,0.0001,0.00016,8e-05,9.3e-05,5.9,5.3,-3.5,1.8,6.9,4.8,3.6,5.0,-3.8,2.4,5.3,5.3,CANDIDATE
K07587.01,5941.0,187.0,-208.0,4.464,0.07,-0.196,-0.24,0.3,-0.3,0.945,0.286,-0.114,0.948,0.131,-0.107,291.35892,43.93681,11.616,12.512,11.726,11.9528,11.7652,10.338,10.045,9.981,0.159,19.4239375,7.9e-06,43.936757,8.5e-05,0.36,0.31,-0.19,0.31,-0.0001,0.00015,0.00013,0.00016,0.05,0.13,-0.65,0.45,0.65,0.45,0.08,0.11,-0.48,0.46,0.49,0.46,CANDIDATE
K07589.01,7037.0,215.0,-299.0,4.136,0.135,-0.135,-0.16,0.26,-0.36,1.683,1.04,-0.361,1.417,0.313,-0.282,292.8259,44.098389,13.913,14.149,13.842,13.812,13.767,12.914,12.723,12.711,0.056,19.521744,1.1e-05,44.09829,0.00013,0.67,0.44,-0.35,0.48,-0.0004,0.0004,0.00016,0.00049,-0.89,0.39,0.63,0.61,1.09,0.47,-0.92,0.35,0.52,0.74,1.06,0.48,CANDIDATE
K02859.05,5374.0,160.0,-144.0,4.555,0.088,-0.064,-0.68,0.3,-0.3,0.721,0.082,-0.073,0.68,0.086,-0.034,288.83136,47.551991,13.851,14.42,13.809,13.606,13.499,12.536,12.123,12.052,0.018,19.255431,2.5e-05,47.55163,0.00025,0.21,0.9,-1.3,0.9,-3e-06,7.3e-05,0.000111,7.2e-05,-0.5,0.47,-1.18,0.88,1.28,0.83,-0.4,0.48,-1.16,0.88,1.23,0.85,CANDIDATE
K07591.01,4906.0,182.0,-164.0,4.648,0.032,-0.032,-0.32,0.34,-0.3,0.668,0.095,-0.052,0.736,0.075,-0.085,290.90695,44.291779,14.937,15.706,14.893,14.607,14.444,13.34,12.858,12.742,0.577,19.393785,4.5e-05,44.29205,0.00043,-0.4,1.7,1.0,1.6,0.00026,0.00064,-0.00022,0.00058,0.1,0.3,-2.4,0.61,2.4,0.61,0.24,0.33,-1.93,0.64,1.95,0.64,CANDIDATE
K07592.01,3761.0,50.0,-50.0,4.724,0.06,-0.06,0.0,0.1,-0.1,0.526,0.05,-0.05,0.535,0.05,-0.05,288.96823,44.448341,15.494,16.963,15.679,14.865,14.483,13.196,12.533,12.354,0.001,19.264556,2.6e-05,44.44957,0.00035,0.3,1.0,4.4,1.2,0.00061,0.00099,-0.0023,0.0012,0.01,0.71,1.6,2.3,1.6,2.3,0.61,0.7,3.7,2.3,3.8,2.3,CANDIDATE
K07593.01,6525.0,159.0,-233.0,4.248,0.138,-0.138,-0.18,0.24,-0.32,1.359,0.749,-0.27,1.194,0.278,-0.185,296.70224,44.449451,13.667,14.005,13.622,13.522,13.482,12.646,12.44,12.369,0.112,19.780131,2.1e-05,44.44959,0.00024,-0.72,0.81,0.52,0.87,0.00015,0.00018,-0.00011,0.00019,0.15,0.51,-0.4,0.5,0.42,0.5,0.2,0.5,-0.38,0.52,0.43,0.52,CANDIDATE
K07596.01,5709.8,172.4,-182.2,4.465400000000001,0.08180000000000001,-0.19460000000000002,-0.22400000000000003,0.298,-0.28400000000000003,0.9359999999999999,0.2928,-0.1258,0.9027999999999998,0.1284,-0.0938,289.0155,44.88205,15.733,16.621,15.659,15.352,15.188,14.041,13.501,13.385,0.0,19.26778137,9.4e-07,44.8817258,9.2e-06,3.087,0.036,-1.167,0.033,0.0,0.44,0.0,0.62,0.12159999999999993,0.2012,0.16199999999999998,0.44000000000000006,1.3788,0.2624,0.04220000000000006,0.2314,0.2844,0.49219999999999997,1.6344,0.28300000000000003,CANDIDATE
K07903.01,4612.0,124.0,-138.0,4.646,0.024,-0.052,-0.06,0.3,-0.3,0.662,0.064,-0.045,0.726,0.05,-0.074,286.31052,44.838188,15.7,16.674,15.628,15.282,15.073,13.977,13.366,13.261,0.973,19.087371,4.2e-05,44.83832,0.00044,0.1,1.6,0.5,1.6,-2e-05,0.00015,1e-05,0.00015,0.62,0.54,-0.3,0.44,0.69,0.57,0.55,0.6,-0.2,0.28,0.58,0.57,CANDIDATE
K07905.01,5616.0,184.0,-127.0,3.98,0.336,-0.144,-0.34,0.35,-0.2,1.602,0.37,-0.509,0.894,0.141,-0.061,296.5477,44.898041,13.075,13.649,13.04,12.83,12.725,11.787,11.451,11.352,0.298,19.769858,3.2e-05,44.89831,0.00032,0.4,1.2,1.0,1.1,-1.2e-05,3.7e-05,-2.9e-05,3.5e-05,1.81,0.59,0.22,0.65,1.83,0.55,1.9,0.59,0.2,0.66,1.91,0.56,CANDIDATE
K07920.01,6014.0,200.0,-182.0,3.843,0.3,-0.1,-0.04,0.3,-0.3,2.246,0.409,-0.817,1.281,0.192,-0.265,298.25204,45.396641,13.292,13.788,13.243,13.08,12.993,12.088,11.803,11.737,0.853,19.88348,3.8e-05,45.39673,0.0004,0.4,1.4,0.3,1.4,-8e-06,3.3e-05,-7e-06,3.3e-05,0.4,1.1,-0.18,0.98,0.4,1.1,0.4,1.1,-0.07,0.89,0.4,1.1,CANDIDATE
K07915.01,6337.0,176.0,-220.0,4.261,0.175,-0.175,-0.34,0.3,-0.3,1.239,0.371,-0.247,1.019,0.172,-0.114,289.92197,45.10392,13.678,14.053,13.656,13.517,13.558,12.686,12.366,12.384,0.99,19.32816,0.00011,45.1031,0.0028,1.1,4.1,-2.8,10.0,-0.0001,0.0011,0.0,0.0025,0.618,0.36,-1.04,1.084,2.7,0.9640000000000001,0.552,0.34199999999999997,-1.3599999999999999,0.9720000000000001,2.41,0.882,CANDIDATE
K08201.01,5307.0,159.0,-143.0,4.605,0.032,-0.097,-0.2,0.3,-0.3,0.753,0.112,-0.069,0.843,0.07,-0.096,281.87015,47.394989,14.382,14.977,14.315,14.128,14.028,13.035,12.599,12.485,0.016,18.791393,4.2e-05,47.39467,0.00041,1.8,1.5,-1.2,1.5,-0.0018,0.0013,0.0013,0.0014,1.8,1.7,-0.71,0.49,1.9,1.8,1.8,1.9,-0.56,0.51,1.9,1.8,CANDIDATE
K08205.01,4845.0,43.0,-93.0,2.897,0.03,-0.033,0.06,0.1,-0.15,7.796,0.492,-1.475,1.748,0.193,-0.58,296.38278,47.409592,12.766,13.575,12.701,12.42,12.211,11.107,10.556,10.466,0.016,19.7588578,8.8e-06,47.409726,8.2e-05,0.19,0.32,0.49,0.3,-4e-05,0.00024,-0.00029,0.00027,0.59,0.26,-0.52,0.2,0.78,0.18,0.56,0.29,-0.43,0.21,0.71,0.26,CANDIDATE
K07990.01,5774.0,155.0,-172.0,4.567,0.033,-0.176,-0.3,0.3,-0.3,0.818,0.212,-0.071,0.907,0.098,-0.109,298.31586,47.105091,15.626,16.176,15.591,15.39,15.318,14.378,13.971,13.892,0.001,19.887796,4.7e-05,47.106,0.00048,2.7,1.7,3.3,1.7,-0.00139,0.0009,-0.00152,0.00091,0.21,0.46,-1.72,0.72,1.74,0.72,0.02,0.4,-1.45,0.69,1.45,0.69,CANDIDATE
K07991.01,5094.0,100.0,-138.0,3.38,0.21,-0.157,-0.08,0.2,-0.3,4.163,0.808,-1.313,1.517,0.206,-0.48,287.55182,47.244862,12.609,13.343,12.55,12.294,12.146,11.087,10.635,10.521,0.123,19.170121,1.7e-05,47.24462,0.00018,0.0,0.62,-0.86,0.65,-9e-06,3.6e-05,3.9e-05,3.8e-05,-0.84,0.89,0.87,0.65,1.21,0.51,-0.93,0.82,0.72,0.61,1.17,0.56,CANDIDATE
K07992.01,6461.0,155.0,-213.0,4.474,0.052,-0.208,-0.52,0.3,-0.35,0.971,0.294,-0.098,1.025,0.123,-0.123,294.38254,47.205769,14.635,14.986,14.605,14.484,14.441,13.62,13.287,13.291,0.007,19.6254,3.9e-05,47.20589,0.0004,-3.8,1.4,0.4,1.4,0.00113,0.00046,-0.00031,0.00047,-1.2,1.3,3.0,2.7,3.3,2.9,-1.3,1.3,2.7,3.2,3.0,3.4,CANDIDATE
K08211.01,5450.0,164.0,-164.0,4.573,0.028,-0.161,0.07,0.25,-0.25,0.83,0.186,-0.062,0.939,0.074,-0.101,282.05078,47.743992,14.811,15.41,14.73,14.555,14.457,13.457,13.06,12.968,0.112,18.803408,5.1e-05,47.74459,0.00053,0.8,1.9,2.2,1.9,-9e-05,0.00013,-0.00013,0.00013,-0.29,0.44,1.91,0.47,1.93,0.49,-0.27,0.44,1.91,0.44,1.93,0.45,CANDIDATE
K07998.01,5592.0,195.0,-195.0,4.418,0.156,-0.214,-0.42,0.3,-0.25,0.894,0.273,-0.168,0.764,0.124,-0.053,283.2048,47.478271,15.546,16.136,15.529,15.293,15.219,14.201,13.798,13.704,0.352,18.880318,1.8e-05,47.47807,0.00012,-0.04,0.64,-0.72,0.43,0.0009,0.0011,0.0002,0.0011,-1.3,0.16,1.3,0.36,1.84,0.36,-0.533,0.072,0.76,0.31,0.92,0.26,CANDIDATE
K08000.01,5663.0,169.0,-152.0,4.579,0.04,-0.16,-0.38,0.3,-0.3,0.782,0.194,-0.065,0.847,0.097,-0.089,288.27457,47.495781,15.306,15.85,15.27,15.074,14.996,14.049,13.605,13.511,0.589,19.218277,4.1e-05,47.49569,0.00038,-1.0,1.5,-0.3,1.4,0.0004,0.00055,8e-05,0.0005,-1.6,1.2,0.1,1.1,1.6,1.1,-1.6,1.0,0.05,0.59,1.6,1.0,CANDIDATE
K08107.01,6180.0,195.0,-238.0,3.946,0.405,-0.135,-0.14,0.3,-0.3,1.917,0.507,-0.76,1.185,0.19,-0.212,295.08749,41.037395,11.402,11.602,11.376,11.896400000000002,11.882200000000001,10.082,9.832,9.772,0.509,19.672458,4.1e-05,41.03704,0.0007,-1.7,1.7,-1.3,2.5,9e-05,0.00014,7e-05,0.0002,2.53,0.19,-1.18,0.27,2.8,0.21,2.01,0.19,-2.01,0.27,2.84,0.24,CANDIDATE
K08109.01,3297.0,91.0,-91.0,0.236,0.027,-0.033,0.08,0.2,-0.25,151.184,4.956,-15.859,1.436,0.05,-0.267,285.29388,41.1026,12.429,13.686,12.406,11.889,11.591,9.49,8.623,8.421,0.002,19.01956,4.5e-05,41.10172,0.00047,-1.3,1.8,-3.2,1.7,0.00017,0.00027,0.00048,0.00025,0.63,0.66,0.64,0.71,0.9,0.97,0.46,0.85,0.68,0.92,0.82,0.9,CANDIDATE
K08217.01,6046.0,164.0,-164.0,4.357,0.136,-0.187,-0.4,0.3,-0.3,1.048,0.285,-0.19,0.91,0.119,-0.089,284.74127,48.34367,12.349,12.737,12.31,12.183,12.162,11.27,10.944,10.923,0.84,18.9827717,4.4e-06,48.344262,3.6e-05,0.75,0.16,2.13,0.13,4e-05,0.00077,0.0001,0.0011,-2.99,0.12,-2.72,0.14,4.04,0.13,-2.14,0.12,-0.26,0.14,2.15,0.12,CANDIDATE
K08007.01,3391.0,44.0,-40.0,4.936,0.048,-0.032,0.0,0.1,-0.1,0.311,0.038,-0.034,0.304,0.048,-0.039,291.22672,47.54998,16.064,17.821,16.423,15.31,14.8,13.429,12.793,12.518,0.145,19.415177,5.1e-05,47.54958,0.00052,2.3,1.8,-1.4,1.9,-0.0034,0.003,0.0023,0.0032,0.97,0.48,-1.0,1.2,1.39,0.92,0.8,1.2,-0.4,0.51,0.9,1.1,CANDIDATE
K08011.01,4090.0,106.6,-117.6,4.6838,0.054000000000000006,-0.0328,0.001999999999999996,0.19,-0.22000000000000003,0.5868,0.0394,-0.058399999999999994,0.5968,0.045599999999999995,-0.057999999999999996,292.832,47.507389,17.305,17.4844,18.052,16.351,15.562,14.013,13.441,13.093,0.001,19.522144,3.9e-06,47.507352,2.7e-05,0.39,0.14,-0.138,0.097,0.0002,0.0075,-0.005,0.01,0.452,0.068,0.215,0.068,0.5,0.068,0.599,0.068,0.372,0.068,0.705,0.068,CANDIDATE
K08111.01,5316.0,204.0,-186.0,4.539,0.085,-0.076,-0.46,0.35,-0.3,0.753,0.102,-0.092,0.715,0.104,-0.045,290.14304,41.27755,15.825,16.514,15.801,15.529,15.405,14.408,13.97,13.773,0.755,19.34295,1.8e-05,41.27782,0.00018,3.23,0.74,0.98,0.65,-0.00035,0.00069,-3e-05,0.00066,0.85,0.668,-2.162,0.9460000000000001,3.474,0.874,0.998,0.6300000000000001,-0.736,0.8800000000000001,1.9920000000000002,0.8160000000000001,CANDIDATE
K08117.01,6367.0,172.0,-211.0,4.419,0.065,-0.195,-0.14,0.25,-0.3,1.087,0.336,-0.134,1.131,0.162,-0.146,288.7709,41.412571,15.485,15.881,15.439,15.316,15.269,14.444,14.099,13.99,0.0,19.251232,2.1e-05,41.41184,0.00021,-6.51,0.84,-2.62,0.77,0.000512,7.1e-05,0.000194,6.5e-05,-3.03,0.9,-3.93,0.5,4.96,0.58,-3.07,1.0,-4.06,0.55,5.09,0.61,CANDIDATE
K08221.01,6392.0,181.0,-227.0,4.213,0.185,-0.185,-0.28,0.25,-0.3,1.34,0.382,-0.313,1.067,0.177,-0.129,284.79071,49.125359,11.097,11.424,11.096,11.7464,11.8062,10.054,9.845,9.803,0.328,18.986076,4.4e-05,49.12572,0.0005,1.0,1.5,1.3,1.8,-8e-05,0.00014,-0.0001,0.00016,1.72,0.11,-1.33,0.14,2.17,0.12,1.87,0.11,-1.29,0.14,2.27,0.12,CANDIDATE
K08223.01,5447.0,164.0,-164.0,4.506,0.074,-0.137,-0.06,0.3,-0.3,0.859,0.187,-0.093,0.864,0.099,-0.082,286.79462,49.347591,15.968,16.598,15.9,15.698,15.579,14.614,14.069,14.115,0.02,19.11964,5.1e-05,49.34848,0.00054,0.0,1.8,3.2,1.9,0.0001,0.0011,-0.0021,0.0013,0.31,0.87,0.09,0.67,0.32,0.97,0.2,1.1,0.06,0.55,0.3,1.1,CANDIDATE
K08012.01,3374.0,112.0,-82.0,5.066,0.103,-0.126,-0.36,0.3,-0.25,0.218,0.09,-0.06,0.202,0.111,-0.06,283.15057,47.671967,15.708,16.565,15.673,15.341,13.9692,11.875,11.326,11.095,0.608,18.876738,4e-05,47.67224,0.00039,1.2,1.5,1.0,1.4,-0.00045,0.00063,0.0001,0.00061,-0.02,0.93,0.18,0.76,0.18,0.71,0.05,0.93,1.51,0.7,1.51,0.71,CANDIDATE
K08122.01,6242.0,168.0,-205.0,4.442,0.058,-0.232,-0.1,0.25,-0.3,1.047,0.361,-0.12,1.104,0.156,-0.14,286.47037,41.994789,14.84,15.247,14.78,14.666,14.597,13.706,13.466,13.322,0.365,19.098047,2.6e-05,41.99475,0.00029,0.9,1.0,-0.1,1.1,-0.0004,0.0004,6e-05,0.00041,-0.16,0.81,-0.02,0.71,0.16,0.81,-0.24,0.81,-0.04,0.71,0.24,0.81,CANDIDATE
K08232.01,5573.0,182.0,-166.0,4.382,0.158,-0.193,-0.14,0.3,-0.3,0.981,0.283,-0.174,0.845,0.122,-0.071,295.86533,50.13348,15.053,15.63,14.953,14.806,14.606,13.582,13.201,13.03,0.004,19.724341,2.4e-05,50.13399,0.00024,-0.5,0.82,1.84,0.85,0.00067,0.00069,-0.00127,0.00072,0.03,0.26,-0.07,0.31,0.08,0.3,-0.02,0.26,-0.09,0.31,0.09,0.31,CANDIDATE
